   UNITS=BOHR
 0.358       3.363
 0.115      -7.524
 1.179       5.630
-0.538       4.175
-0.228       7.488
-1.008       3.104
-1.189      -6.704
 1.238       0.500
-2.337       1.765
 2.208       7.652
 1.457       2.399
-1.193      -5.121
 1.208      -6.472
 0.887       2.526
 2.977      -5.754
-0.062      -2.015
-2.225      -5.390
-1.497       0.375


















